_id,_source/name,_source/covered_area,_source/lease_duration_expected,_source/location/lat,_source/location/lon,_source/lock_in_period,_source/maintenance_charges,_source/no_of_balconies,_source/no_of_barooms,_source/plot_area,_source/rent_expected,_source/security_deposit,_source/type_of_accomodation,_source/total_floors,_source/floor,_source/servant_room,_source/servant_room_wi_toilet
450c3695-6c7b-3834-f4c5-5656f7ed1876,RG-0000000174,2800,24,28.602065,77.184599,12,5000,2,5,4500,285000,850000,4,3,1,1,1
3ffe8969-7d83-04ba-47c4-56511b3affc4,RG-0000000133,2100,36,28.541809,77.219684,24,2500,5,5,4608,85000,255000,4,3,2,1,1
459073ac-d052-c793-1146-5668196ef97b,RG-0000000351,3500,36,28.564379,77.267918,12,8000,3,4,4500,150000,450000,4,2,0,1,1
3e92b2bc-fb2f-64e3-f4e3-568cdecdf523,RG-0000000734,2800,24,28.532094,77.243915,12,10000,4,4,4950,150000,450000,4,3,2,1,1
4966d599-0627-aff9-57e3-5670288e2bc7,RG-0000000463,2450,24,28.557228,77.203734,12,15000,2,4,3150,150000,450000,4,3,2,1,1
4b2e3f45-2edc-cd4e-8161-56934cdb6aa7,RG-0000000799,2000,36,28.556538,77.220251,12,0,3,4,3600,90000,540000,3,2,1,1,1
47130d4a-ed53-2426-34b3-568ba86b93e3,RG-0000000721,1800,24,28.533392,77.245969,12,0,2,4,2925,60000,180000,3,2,1,0,0
4ae1a07d-b2f4-0587-e5ac-5659a454cb07,RG-0000000192,1000,11,28.556977,77.242853,11,0,2,3,1125,45000,90000,3,3,1,0,0
572ee796-c85a-ca66-7ae1-566f9926b455,RG-0000000447,1300,36,28.565032,77.267441,24,6000,3,2,4500,90000,180000,2,2,2,1,1
534c8c25-1c49-5ea0-c2bc-567a81da8dda,RG-0000000587,3200,24,28.567767,77.271029,12,10000,1,4,4500,140000,280000,4,3,0,1,1
575ac88c-cbbf-9fcb-c087-56790eba32cc,RG-0000000562,3200,12,28.567496,77.270602,12,0,0,3,4500,100000,200000,3,2,0,1,1
4ee5a1d3-eba0-bfb5-0c70-56a48f178739,RG-0000000923,600,12,28.520343,77.20978,12,0,1,1,900,20000,20000,1,2,1,0,0
51528a79-7a1b-56f9-32ad-56741d6148ce,RG-0000000510,1400,24,28.581956,77.245227,12,0,2,3,1800,60000,120000,3,3,3,0,0
4c33ab30-7830-0a21-0e83-56850282d5c5,RG-0000000694,1600,24,28.539263,77.241613,12,0,0,3,2250,45000,135000,3,2,0,1,1
5b32a01a-7b0c-2930-6dd2-56991344be0b,RG-0000000853,1800,36,28.415074,77.045134,12,4000,5,3,2100,35000,70000,4,12,3,1,1
5cef9482-b1c8-60b0-18a6-56458dffd7af,RG-0000000067,1800,24,28.545413,77.227868,12,2000,2,3,2340,75000,225000,3,2,1,1,1
60bb6e41-c981-72a1-f14e-564c70dfa1c3,RG-0000000102,2800,24,28.542814,77.212153,12,4000,5,5,4500,250000,500000,4,3,3,1,1
61c40d16-bb38-db1d-b103-56630324fafd,RG-0000000290,200,24,28.544026,77.246984,11,0,1,3,2700,110000,330000,3,3,0,0,0
61fd5df8-5a92-bb10-2919-566012aa672e,RG-0000000241,1400,24,28.549806,77.241959,12,10000,4,3,1872,100000,300000,3,3,3,1,1
6379165a-9e2a-fb8e-7aed-56604e3d156a,RG-0000000250,2700,36,28.548512,77.201367,12,5000,4,5,4590,150000,450000,4,3,1,1,1
64cea6d4-f4cd-9c7b-77f9-5649d5cbcd73,RG-0000000087,1900,24,77.227868,77.19778,12,0,2,4,2700,80000,240000,4,2,1,0,0
65e30de7-7de5-748d-c4a3-568e3c00ca25,RG-0000000757,1800,36,28.530244,77.202149,12,0,2,3,3285,85000,170000,3,2,1,1,1
67570a7a-87e3-4b80-f211-5641d88b6961,RG-0000000056,2100,0,28.555371,77.213671,0,0,3,4,3186,115000,300000,3,2,2,1,1
67e6d883-28fb-6093-c311-566c2f2fc049,RG-0000000410,4500,36,28.568783,77.262945,12,0,2,4,4500,350000,1000000,4,2,0,1,1
7d5924ce-f4eb-e903-1930-566d30af0ac1,RG-0000000412,1400,24,28.575228,77.231368,12,0,1,3,1953,100000,300000,3,2,1,1,1
7fd34eb3-954c-974e-d6c3-567baeff897e,RG-0000000598,300,12,28.562776,77.241063,12,0,0,1,900,7000,14000,1,2,0,0,0
8019f394-43a7-7604-b073-567a3cef9933,RG-0000000582,1400,24,28.584379,77.241483,11,6000,2,3,1800,125000,250000,3,3,3,1,1
83b94eb6-791c-3524-63d9-5656967ea597,RG-0000000163,1600,24,28.56465,77.157031,12,0,1,4,5787,150000,450000,3,2,2,1,1
8592ad31-d5fd-3d8c-1e81-56701134a07f,RG-0000000456,3000,24,28.557164,77.259598,12,0,4,4,2250,55000,110000,4,3,0,1,1
86bf2fbc-bfeb-0bd9-62b2-567a7e49376e,RG-0000000585,2500,24,28.561865,77.245919,12,0,3,3,900,75000,150000,7,3,1,0,0
875ca703-a2b7-c5ae-db0e-567d1d71f7cc,RG-0000000620,3000,36,28.574723,77.259851,12,2000,3,4,2700,70000,140000,4,3,0,0,0
8793db7b-267d-83c0-c05c-56740f688ad7,RG-0000000502,3000,24,28.543626,77.215326,12,5000,4,5,5400,175000,525000,4,3,2,1,1
8a69f1d1-9cf1-b7ca-9d83-5666e24f244b,RG-0000000331,1700,24,28.581953,77.068653,11,2000,4,4,2000,24000,48000,4,10,10,1,1
b6ffd13f-34cc-396a-0a29-56a21ff1cf9b,RG-0000000913,1500,24,28.562344,77.363487,12,0,1,4,2140,20000,40000,4,2,2,1,1
b898703d-94b6-ed9c-b85f-565ff288fbb5,RG-0000000235,1800,48,28.542701,77.254622,36,0,2,3,2250,60000,120000,3,3,2,1,1
b89f0109-f223-d4ad-93cd-567654cd32be,RG-0000000527,1750,12,28.570116,77.221513,12,0,2,3,2250,55000,110000,3,3,3,0,0
b93204de-7688-b05d-a637-566187d86d31,RG-0000000266,3100,36,28.559937,77.217521,11,3000,2,5,4500,150000,300000,4,2,0,0,0
b9cbec01-4c8b-f9fc-5756-5650496739d8,RG-0000000128,2500,24,28.564972,77.167032,12,0,0,3,4500,200000,1200000,3,2,0,1,0
bdfe0be0-7b16-b3fa-5bd5-56790d1856be,RG-0000000560,3000,24,28.566995,77.22314,12,0,0,4,4500,125000,250000,4,2,0,0,0
c0b5fac6-864a-b35b-7065-5675496b31df,RG-0000000523,2200,24,28.542847,77.210527,12,0,1,3,4500,90000,270000,3,2,1,1,1
c2a7afd2-0a64-057d-7ac0-56741c6bed69,RG-0000000509,2050,36,28.575505,77.236058,24,0,4,3,2925,100000,200000,3,2,1,1,1
c3c86b24-e3c5-c08c-8d01-567918b415bd,RG-0000000564,2050,24,28.522558,77.203525,12,0,4,4,3150,65000,195000,3,2,1,1,1
8ba938bb-1298-79cc-eb09-56793a8d0b72,RG-0000000567,1700,24,28.569848,77.269198,12,0,2,2,2700,45000,135000,2,2,2,1,1
9167beb2-abc2-f6d1-c892-5690ea579b5a,RG-0000000781,450,12,28.540285,77.239798,0,0,1,1,900,70000,140000,1,3,1,1,1
91e7712c-a139-c160-9b70-5666aef996d2,RG-0000000326,4800,36,28.603714,77.184387,12,0,0,4,5400,250000,750000,3,3,0,1,1
9255779c-d55e-bef5-3ae7-5698f16551bd,RG-0000000851,2200,36,28.529612,77.20235,24,15000,5,4,3240,150000,300000,3,3,2,1,1
9438c385-87d9-7192-4c0d-566801d737d2,RG-0000000340,1500,36,28.589183,77.252331,24,4000,1,4,1800,80000,160000,3,2,2,0,0
959bfe1c-520f-3379-3e7e-5662ced2956d,RG-0000000280,900,24,28.555345,77.239671,12,0,0,2,1800,32000,64000,4,2,0,0,0
968337de-6e27-34fd-5057-56741e2b50ac,RG-0000000512,1050,24,28.578549,77.25121,12,0,0,2,1350,40000,80000,2,3,1,1,1
999bb258-513e-6ecf-8f9d-56a210a91cd8,RG-0000000911,2700,24,28.549154,77.246334,12,0,3,5,4050,150000,450000,4,3,2,1,1
9b4b968d-26f4-b05b-ace1-564dd3b84f7b,RG-0000000113,1400,24,28.580545,77.164345,12,2000,3,3,1800,85000,255000,3,2,1,1,1
a3931893-e5ef-1edb-61ef-565aaebebd5a,RG-0000000197,2100,24,28.573785,77.235273,11,10000,3,4,2925,125000,250000,3,3,3,1,1
702c14b7-7f11-5b71-ad49-5661a8ac92c3,RG-0000000271,1400,36,28.54029,77.208326,12,0,0,2,1800,60000,120000,2,2,0,1,1
7c670c6c-5903-d1e4-3cc4-564dbc207d4b,RG-0000000110,1850,24,28.580491,77.165552,12,0,0,3,2520,100000,200000,3,2,0,1,1
7d4f1290-41b2-4e8a-2c5b-566e9e5a8e78,RG-0000000433,2000,24,28.561285,77.25407,12,0,0,4,2700,100000,300000,3,3,0,1,1
a5c226b5-a3a6-0bfc-8c1a-567025aef5a7,RG-0000000460,1400,24,28.559266,77.201363,12,0,2,3,1800,60000,120000,3,2,1,0,0
aceac583-77de-1acc-7998-56584b4ce77b,RG-0000000185,700,11,28.563797,77.194262,6,1000,1,2,1800,28000,28000,2,3,3,0,0
b3beb287-8ae7-8298-1244-5672b68f2c68,RG-0000000486,1400,24,28.580271,77.246053,12,0,2,3,1800,40000,80000,3,3,3,0,0
eab1f923-8325-cd6e-5fbe-5690f02ee681,RG-0000000783,1800,36,28.532649,77.201761,12,0,1,3,2835,100000,200000,3,2,0,1,1
eac805f9-90a1-a575-9c0e-56741c3a0789,RG-0000000507,1000,24,28.571381,77.260839,12,0,1,1,4500,15000,30000,1,3,2,0,0
edd2dac8-d471-f7dc-9516-565707e0eef4,RG-0000000176,1600,24,28.705714,77.192555,12,0,2,3,2457,35000,70000,4,2,1,0,0
ee8b9e59-d9f2-18b4-c44f-568f87137615,RG-0000000763,1200,36,28.559756,77.219356,12,0,3,2,1953,45000,90000,2,2,1,1,1
f13b3387-4eea-2d56-3c50-566918df5ee7,RG-0000000358,1200,24,28.556451,77.368043,12,1000,2,2,3767,26000,52000,2,3,3,0,0
f3801542-565f-88f5-c429-568cedf04985,RG-0000000736,2000,36,28.557311,77.235297,24,0,2,4,2925,75000,225000,4,2,2,1,1
fc590824-acfb-a900-b687-566d31fc15c1,RG-0000000413,2000,24,28.570601,77.227846,12,0,2,3,2925,250000,750000,3,3,3,1,1
dbddbf18-d212-8f97-106b-5656a00785d6,RG-0000000165,1200,24,28.567374,77.247751,6,1000,3,3,2700,42000,125000,3,3,2,0,0
dc523441-feea-466f-7455-5646d048be34,RG-0000000071,2600,24,28.60323,77.189326,24,5000,4,5,4500,275000,550000,4,3,3,1,1
dceb7197-176c-d0ff-473d-565d90ee4504,RG-0000000217,2600,36,28.568425,77.267365,24,2000,1,3,5130,60000,180000,3,1,1,1,1
e125edea-cae2-85ea-a208-5656be7a96ad,RG-0000000171,1300,24,28.556899,77.233626,6,1500,2,2,2700,38000,76000,2,2,1,1,0
e1700e9d-5323-67d6-a684-5680d10b5e1c,RG-0000000644,4800,36,28.568386,77.271922,12,25000,5,4,4500,200000,600000,4,2,0,1,1
e500ca0a-6a29-3722-76d0-566e99954c09,RG-0000000429,1400,24,28.576245,77.233438,12,0,2,1,1953,30000,60000,2,2,2,0,0
d610f947-fa6e-9534-9fa9-56681c606372,RG-0000000352,3300,24,28.561843,77.264594,12,0,4,4,4500,80000,240000,4,2,2,1,1
d7d17fc7-6842-a414-e144-569c8bb05427,RG-0000000874,2800,24,28.529251,77.24334,12,6500,0,3,4500,125000,250000,3,2,1,1,1
d7dc9935-ef1c-fdb2-1d8d-567e6a0d480d,RG-0000000623,1400,24,28.52044,77.215431,12,0,2,3,1800,65000,130000,3,3,2,0,0
d81f63e7-f7c3-6883-9722-566411e31421,RG-0000000303,2250,36,28.560043,77.336841,11,10000,2,5,3165,70000,210000,4,9,1,1,1
d8d5f36f-a5d1-0e05-c3dc-566c23c227b5,RG-0000000407,3500,24,28.567769,77.164725,12,15000,2,3,5400,170000,340000,4,2,1,1,1
d9378f97-8575-fcb8-b864-566522c1c980,RG-0000000316,2300,24,28.524728,77.21414,12,7000,3,4,3150,100000,200000,4,3,1,1,1
c8ccad18-fb6d-df23-257f-56741075352c,RG-0000000503,4200,24,28.543198,77.211092,12,8000,6,5,7200,250000,500000,5,2,1,1,1
c9a75798-a997-21f1-e4a0-567a3bd5641d,RG-0000000580,1600,36,28.584643,77.241494,11,5200,2,3,1800,100000,200000,3,3,2,1,1
cdb6f000-aefe-c9d7-1ba7-568e3a920219,RG-0000000755,2800,24,28.530732,77.243266,12,18000,6,4,4950,175000,350000,4,3,2,1,1
cf7dac80-fa26-564a-33c5-569b3d68d53b,RG-0000000867,4200,36,28.561,77.350873,12,0,0,4,5350,50000,100000,3,2,0,1,1
d0c6b474-7a0a-c366-0c5d-566966fcf6f8,RG-0000000369,2100,36,28.543809,77.293465,24,6000,2,4,2700,100000,300000,3,3,2,1,1
d1fb63b0-8b80-60c8-5aae-5682876a0593,RG-0000000677,1600,24,28.521903,77.214861,12,4000,2,3,1800,70000,140000,3,3,3,0,0
a22e5101-a700-d47c-fed4-568cf5be4f27,RG-0000000737,2000,24,28.568141,77.229347,12,20000,1,3,2925,200000,400000,3,3,2,1,1
d2492e0a-1786-39b0-d0eb-5688fa1668ec,RG-0000000706,1600,36,28.564759,77.195531,12,0,3,3,2340,95000,190000,3,3,1,1,1
5baf8e8a-bf01-6e0b-78fa-568fb7113701,RG-0000000772,2400,24,28.578239,77.164423,12,0,1,4,3600,150000,450000,4,1,1,1,1
85e1b1e8-bc36-53ca-487b-568fc6479513,RG-0000000773,1800,24,28.579285,77.165035,12,5000,4,4,3375,200000,400000,4,3,2,1,1
ea2c62aa-0d6b-4c2a-7d1b-5694adb1bec9,RG-0000000810,3500,24,28.580234,77.166056,12,3500,0,4,2700,150000,450000,3,2,0,1,1
2629d956-f914-15d5-b3be-569370c6dc93,RG-0000000803,1800,24,28.58036,77.165008,12,10000,3,3,2700,150000,300000,3,3,1,1,1
3b7ab6b6-d8a6-cd7a-0833-569c8c76c42a,RG-0000000876,1800,24,28.534332,77.238228,12,0,1,3,4950,40000,120000,3,2,0,0,0
1a5b9e3a-8d85-4dc6-1d6f-5692519d7b2d,RG-0000000795,1800,24,28.580677,77.165686,12,0,3,3,2339,100000,200000,3,2,1,1,1
6b740eb2-91ca-6fbf-dfd1-563de54cac04,RG-0000000026,1350,24,28.564175,77.196636,12,0,2,3,1890,80000,160000,3,3,0,1,1
6bc0d476-b9d7-e43b-c375-569619a9b87e,RG-0000000817,3200,24,28.577555,77.237773,12,0,2,4,3060,150000,300000,4,2,0,1,1
eb63982d-7959-f51e-7350-569c8befc25a,RG-0000000875,2200,24,28.567934,77.227191,12,15000,3,4,2925,165000,495000,3,3,3,1,1
87f14bd6-623a-a30b-9afe-56972f238590,RG-0000000828,2500,24,28.58076,77.163994,12,0,3,4,1800,100000,300000,4,3,0,1,1
23fdd42d-7ae3-c0d6-76fc-569dfe879738,RG-0000000891,4000,36,28.578672,77.171159,12,0,2,5,3600,300000,600000,4,3,0,1,1
efc91308-3444-0429-01c4-569f7f79dc65,RG-0000000906,1800,36,28.557761,77.253966,12,8000,2,5,2700,100000,300000,4,3,0,1,1
6407f2ca-5611-e041-cee0-56a48fcbe497,RG-0000000924,2000,36,28.519005,77.214119,12,0,1,5,1800,90000,180000,4,2,0,0,0
6b27188b-aabf-0792-528f-56aafec6bd33,RG-0000000961,1200,24,28.425567,77.037817,12,5000,0,1,1350,40000,80000,1,12,7,0,0
9d5ef520-e2dd-996a-76b1-5697982a0736,RG-0000000838,1800,36,28.534897,77.239822,12,0,3,3,2250,90000,270000,3,3,2,1,1
ccb81fc0-c683-5528-351c-5698eb3a409d,RG-0000000848,1400,12,28.575655,77.232676,6,0,1,2,1800,80000,160000,3,1,1,0,0
88e66573-283b-6ca7-8706-5698ec7e0ca0,RG-0000000849,1400,36,28.575179,77.230788,12,8000,1,3,1800,110000,330000,3,3,0,1,1
17488f23-bee9-c8c3-c841-565a9a4bf3b9,RG-0000000193,3100,24,28.56334,77.158243,12,6000,4,4,5400,350000,700000,3,3,3,1,1
1574f6f0-9606-5aa1-3729-564850606f59,divya,2050,24,28.547745,77.238026,12,3000,3,4,300,100000,200000,4,3,1,1,1
17971919-1b17-9e25-1191-566153af92fb,RG-0000000263,1000,36,28.556894,77.242499,12,0,2,2,1800,40000,120000,2,3,2,0,0
139515e7-fc80-4e4b-4ca0-5677e7ee0d66,RG-0000000549,2100,12,28.56931,77.272449,12,0,0,3,2700,120000,240000,3,2,0,0,0
21d91b07-f4f4-f0a4-7fed-567181d9cba9,RG-0000000478,2700,24,28.549606,77.201968,12,0,3,5,4500,200000,400000,4,3,1,1,1
1f102bd8-4cdf-3cc9-ca86-567bb6de8f80,RG-0000000604,2200,24,28.539021,77.260434,12,0,2,4,2880,60000,180000,5,2,2,0,0
18581827-607a-ce98-eaea-567d1c149af4,RG-0000000619,1100,12,28.562288,77.248702,12,0,0,2,1200,32000,32000,2,3,2,0,0
1a6fa4c9-e445-f9f2-0a8a-5666de85d301,RG-0000000329,3000,24,28.566831,77.158346,12,5000,2,4,9000,120000,360000,3,1,1,1,1
29d22638-1772-845d-8026-565aab3185f2,RG-0000000196,2100,24,28.562661,77.158865,12,2000,2,3,3663,150000,300000,3,2,1,1,1
2d1f06db-6c65-8d2f-e3f1-5650528e8998,RG-0000000131,3500,24,28.566008,77.158772,12,0,0,3,5400,160000,480000,3,2,0,1,1
2d714715-a83c-1d01-f6c4-56768727d54a,RG-0000000535,1800,12,28.570917,77.222054,12,0,0,4,0,80000,160000,1,3,0,0,0
2f0f4fa0-8fb9-2b1c-4e94-568e55fa50cc,RG-0000000759,2200,36,28.529612,77.20235,24,15000,5,4,3240,175000,350000,3,3,1,1,1
300e93c8-6ed5-c8a3-f7e5-568e3b6d3715,RG-0000000756,1800,36,28.530139,77.202386,12,0,4,4,3330,85000,255000,4,2,1,1,1
3397b353-042c-1025-e2d0-567e7d0dd171,RG-0000000628,2800,24,28.56985,77.260905,12,5000,2,3,4500,100000,300000,3,3,2,0,0
33c289a1-384c-5392-b8ff-566592ba13e9,RG-0000000323,3000,24,28.561191,77.156895,12,6000,4,5,7245,225000,450000,5,3,2,1,1
37007b9b-6b8a-4739-548b-56795af99f25,RG-0000000573,3200,24,28.569289,77.2692,12,2000,3,5,4500,90000,270000,4,2,1,0,0
3cd26c93-8526-9fd8-638a-56569466c872,RG-0000000162,2200,24,28.571954,77.228796,12,10000,2,4,2925,150000,450000,3,3,2,1,1
4de68062-b092-dfa2-03c6-567652f9ba4d,RG-0000000526,1400,12,28.569846,77.219794,12,0,2,4,1800,90000,180000,3,3,3,0,0
4f9cd1e7-f1c4-2164-a7b0-568df5343f2f,RG-0000000743,900,24,28.548247,77.232732,12,0,0,3,1872,45000,90000,1,2,0,1,1
5089b066-f75e-de35-edf5-566bb9e74632,RG-0000000393,800,0,28.556952,77.259955,0,0,1,1,2250,35000,70000,1,2,1,1,1
5249fc51-346c-fa72-27e5-56826df40de4,RG-0000000660,1600,36,28.546815,77.237121,24,0,2,3,1872,50000,100000,3,2,2,0,0
52547d20-9b5e-3094-cbea-56740b74540c,RG-0000000500,1050,24,28.558096,77.241284,12,500,1,2,1125,52000,156000,2,2,1,0,0
526793ea-b5b4-c427-7b26-568e0241dd16,RG-0000000747,1600,24,28.629714,77.216029,12,0,2,3,2000,210000,630000,3,3,3,0,0
543f678b-f79e-ddf8-5908-56694f1631c0,RG-0000000366,3500,36,28.560085,77.162543,12,10000,3,4,10800,200000,600000,4,3,2,1,1
3ec12fb4-4195-9cc3-a9a7-565d3c0da1db,RG-0000000209,2050,11,28.579259,77.165033,6,0,4,5,2700,125000,250000,4,3,1,1,1
4072debf-677f-a3ab-5391-5667ffc21ed6,RG-0000000339,1400,12,28.616852,77.372728,12,2500,3,2,1550,25000,50000,3,9,4,0,0
47b9577d-f535-46ab-74d5-568cc43553e5,RG-0000000733,1900,24,28.537561,77.203231,12,0,1,2,2700,80000,240000,3,1,1,1,1
4a67b37a-7f40-2475-8051-566fc9262b11,RG-0000000449,1050,24,28.558096,77.241284,12,500,0,2,1125,55000,165000,2,2,0,0,0
6137f73f-b3a8-69f1-e589-567e6c43b203,RG-0000000625,1600,24,28.521903,77.214861,12,4000,2,3,1800,70000,140000,3,3,2,0,0
61a64fcc-799e-171f-eb67-5685017bca2a,RG-0000000692,1200,24,28.539378,77.241364,12,0,3,1,2250,35000,70000,2,3,3,0,0
64af3367-35df-03b1-77d1-566412560e42,RG-0000000304,12000,24,28.548503,77.365832,11,10000,2,11,4844,180000,540000,8,2,0,1,1
6502e671-a482-59a8-b96d-5692065cf0dc,RG-0000000788,2000,36,28.557492,77.219396,12,4000,3,3,9000,90000,180000,3,3,1,1,1
251d8911-c58f-4e47-585c-5663ecb81676,RG-0000000300,2050,24,28.544588,77.258957,12,0,2,4,2700,90000,180000,4,3,3,1,1
23c6d4d0-fd80-4821-de8b-565fea32b5cd,RG-0000000233,1200,24,28.555461,77.367387,11,0,2,2,3767,26000,52000,2,3,0,0,0
b5fc7877-660f-b48f-4d9d-568283075464,RG-0000000670,1400,24,28.522061,77.204968,12,0,2,3,1800,35000,105000,3,3,2,1,1
b6aeacfb-9556-84ef-9f33-5658117a4675,RG-0000000179,1400,12,28.553338,77.210233,11,5000,2,3,1800,110000,220000,3,3,3,1,1
b9aa7d59-6d7d-8dc9-c0e9-567bb16f33c7,RG-0000000602,2200,24,28.519475,77.210025,12,7000,5,4,3600,125000,375000,4,3,2,1,1
bc43885e-e283-09dd-d86e-565845ab8b9c,RG-0000000181,2500,24,28.566641,77.230188,12,6000,2,4,7650,175000,350000,4,3,2,1,1
bc5a9770-9a9a-977e-025e-567f8e4ca092,RG-0000000634,450,24,28.550211,77.23738,12,0,1,1,2700,50000,150000,1,1,1,0,0
bca30afc-a1ed-5220-f6f2-56584921b0d8,RG-0000000183,2050,24,28.569319,77.269203,12,0,3,3,2700,80000,240000,3,2,2,1,1
bd83fc7a-353d-8504-f955-56693d1a8b92,RG-0000000361,1500,24,28.575812,77.231088,12,0,1,3,1953,79000,158000,3,3,3,0,0
bdd55054-4914-26cd-599d-567a3a90bbf2,RG-0000000579,1000,24,28.571381,77.260839,12,0,1,1,4500,15000,30000,1,3,3,0,0
c1ccaf10-281c-d271-bba5-56643f101135,RG-0000000312,1400,0,28.564034,77.221995,0,0,0,2,1800,50000,100000,3,2,2,0,0
c1f1e3d0-3d60-9615-618a-568e688c4c02,RG-0000000760,6600,36,28.531464,77.200896,24,1500,4,4,4644,300000,900000,4,3,1,1,1
c48891c2-1240-9c48-e76d-56680efb24ba,RG-0000000344,4600,24,28.566264,77.267392,12,0,1,4,5400,175000,525000,4,1,0,1,1
96258c9b-882a-6345-b175-5680ee730d56,RG-0000000647,5000,36,28.550338,77.234571,24,0,4,7,4500,500000,1000000,7,2,0,1,1
97803c49-a2a4-b9d7-273c-566908f9276f,RG-0000000357,2300,24,28.524179,77.213853,12,7000,3,4,3150,100000,200000,4,3,3,1,1
9a6804d3-b504-b30f-df0f-567a3908b26b,RG-0000000577,3000,24,28.56727,77.260747,12,0,2,4,4500,120000,240000,4,3,2,0,0
9a75124f-7582-5925-6333-5646e791be43,RG-0000000075,2100,24,28.563443,77.166289,18,2000,5,5,3600,200000,400000,4,3,0,1,1
9cc2eb43-55bc-cacc-01d7-568b7a389d0c,RG-0000000718,2200,24,28.533802,77.245395,12,4000,0,3,2925,75000,225000,3,2,0,1,1
9ee12c03-9a32-ffc6-9b9c-5645f78bcbf5,RG-0000000068,2100,24,28.55058,77.206626,12,1500,3,4,2970,100000,300000,4,3,1,1,1
a07a5e0e-2fd5-9d41-38a1-56680b30115b,RG-0000000343,2200,24,28.566417,77.267521,12,8000,2,4,4500,120000,360000,3,2,2,1,1
a34ca531-a6e9-dbc1-5d66-567027cabf4e,RG-0000000462,2100,24,28.555838,77.205759,12,15000,0,4,2700,150000,450000,4,3,0,1,1
6b017c3c-fecc-3aa5-eb0a-566d4022618d,RG-0000000421,2000,24,28.569922,77.226836,12,0,2,2,2925,70000,140000,3,1,1,1,1
6b22f49f-0076-250b-28eb-5676c0b04f21,RG-0000000543,1600,36,28.541526,77.21418,24,2500,2,2,2700,65000,130000,2,2,2,1,1
717b0880-9d7d-e6b3-8bc6-566a711c6007,RG-0000000378,2200,36,28.561018,77.156995,12,6000,4,4,3600,125000,250000,3,3,3,1,1
73044045-d1e6-e726-b22a-5667e16f1e7a,RG-0000000337,2200,24,28.564308,77.26565,12,0,3,4,3600,125000,250000,4,3,1,1,1
735b817f-1508-2c4b-4eeb-567d03489d32,RG-0000000613,2000,24,28.556275,77.234025,12,10000,2,3,2700,180000,360000,4,2,0,1,1
740a0d24-7fa1-cc1f-5ea5-566bc5c1866c,RG-0000000395,3000,36,28.549222,77.197936,24,0,0,3,4500,175000,350000,4,2,0,1,1
79faf517-1c1c-0b85-fdea-566565b652f3,RG-0000000319,4000,36,28.554902,77.204229,12,0,1,5,3150,170000,340000,3,2,0,1,1
7d15bb18-17b7-1b6f-8dc7-566bd7bc3f41,RG-0000000398,4000,24,28.534217,77.239371,12,0,0,4,9000,250000,500000,4,1,0,1,1
8e211af0-0681-312b-9c68-566aad535c3f,RG-0000000387,3000,24,28.538972,77.24925,12,0,5,5,4500,180000,360000,5,2,0,0,0
8ec95466-315d-5a30-8600-56530d24c005,RG-0000000149,2100,24,28.561425,77.162935,12,3000,2,4,3600,175000,525000,4,2,1,1,1
90aeb233-3b63-6cba-0a65-56793b38db1a,RG-0000000568,2800,24,28.569914,77.2682,12,10000,1,4,4500,100000,200000,4,3,1,1,1
917eea2b-355b-d5b1-1a19-566590f86034,RG-0000000322,2200,36,28.561244,77.156984,12,6000,4,4,3600,75000,150000,3,3,2,1,1
93cc279d-2ec9-ba4b-2d41-564ebccda7f3,RG-0000000115,2800,24,28.547254,77.197463,12,12000,3,5,4500,225000,1000000,4,3,3,1,1
953f7324-113d-9cf9-cce6-5659882894b1,RG-0000000190,1500,24,28.563968,77.193802,12,0,1,2,1800,42000,84000,2,2,1,0,0
dac7bbfa-aae4-62c8-02c4-5667fdd27a93,RG-0000000338,2000,24,28.531114,77.372332,12,0,0,3,2700,50000,100000,2,1,0,1,1
de4197bb-9d28-0b2a-b5e5-56827c183331,RG-0000000663,1400,24,28.508899,77.19669,12,0,2,3,1800,28000,28000,3,3,2,0,0
e01709cf-f052-dbe5-ad7b-567a35ce5a7b,RG-0000000574,4200,24,28.543231,77.210754,12,8000,0,5,7200,300000,600000,5,2,0,1,1
e3f30f54-2216-d419-fc29-567ba3b887fb,RG-0000000595,2050,24,28.541464,77.218357,36,12500,2,4,4500,175000,700000,4,3,1,1,1
e4108731-2d85-f5ec-bf03-564ec70f996e,RG-0000000118,2050,24,28.573574,77.234599,12,10000,2,3,2925,150000,300000,3,3,2,1,1
d2defb3f-3c56-6b42-cd52-566965450440,RG-0000000368,2200,36,28.542572,77.210518,12,8000,2,3,3600,135000,375000,3,2,2,1,1
d688980e-dd05-bd4f-8f5b-56701f15e8e3,RG-0000000457,2800,24,28.56135,77.204478,12,0,2,4,3600,100000,300000,4,2,1,1,1
d79b0fb0-04fc-f6e2-5c3a-568b8f4d0464,RG-0000000720,1800,24,28.53317,77.245658,12,5000,2,4,2700,100000,300000,3,3,2,1,1
d9b6989e-3f19-2022-223b-56768b5ee9f5,RG-0000000537,1800,24,28.491884,77.088199,12,4500,1,3,2225,85000,170000,3,15,8,1,1
a8256e34-4d4a-ea88-78c5-567026d71e58,RG-0000000461,900,24,28.556913,77.201658,12,0,0,2,1800,50000,100000,2,2,0,0,0
a94ea0c8-1afd-1071-f4ec-56605b681eb6,RG-0000000251,4200,24,28.480366,77.081327,12,6000,5,5,5000,100000,300000,4,15,0,1,1
