_index,_type,_id,_score,_source/id,_source/name,_source/date_entered,_source/date_modified,_source/modified_by_name,_source/created_by_name,_source/description,_source/assigned_user_name,_source/deleted,_source/additional_rooms,_source/amenities_status,_source/available_from_date,_source/backend_status,_source/covered_area,_source/currency_type,_source/documents_status,_source/lease_duration_expected,_source/locality,_source/location/lat,_source/location/lon,_source/lock_in_period,_source/maintenance_charges,_source/no_of_balconies,_source/no_of_bathrooms,_source/owner_verified,_source/plot_area,_source/posted_on,_source/property_type,_source/property_verified,_source/rejection_comments,_source/rent_expected,_source/security_deposit,_source/state,_source/status,_source/suitable_time_to_call,_source/type_of_accomodation,_source/unit_of_measure,_source/year_of_construction1,_source/city,_source/content_team_status,_source/availabllity,_source/total_floors,_source/property_facing,_source/property_title,_source/unit_of_measure1,_source/floor,_source/lease_type_expected,_source/lease_subtype_expected1,_source/remarks,_source/servant_room,_source/servant_room_with_toilet,_source/flooring_type,_source/pin_code,_source/suitable_day,_source/periodicity_maintenance_bill,_source/proof_of_ownership_of_rental_p,_source/documents/created_by_name,_source/documents/photo_027,_source/documents/photo_028,_source/documents/photo_029,_source/documents/date_entered,_source/documents/photo_020,_source/documents/photo_021,_source/documents/id,_source/documents/photo_022,_source/documents/photo_023,_source/documents/photo_024,_source/documents/photo_025,_source/documents/document_010,_source/documents/photo_026,_source/documents/document_008,_source/documents/document_009,_source/documents/document_004,_source/documents/document_005,_source/documents/document_006,_source/documents/document_007,_source/documents/photo_016,_source/documents/photo_017,_source/documents/photo_018,_source/documents/photo_019,_source/documents/name,_source/documents/document_001,_source/documents/document_002,_source/documents/photo_010,_source/documents/document_003,_source/documents/photo_011,_source/documents/photo_012,_source/documents/photo_013,_source/documents/photo_014,_source/documents/photo_015,_source/documents/assigned_user_name,_source/documents/description,_source/documents/photo_005,_source/documents/photo_006,_source/documents/photo_007,_source/documents/photo_008,_source/documents/photo_009,_source/documents/photo_001,_source/documents/photo_002,_source/documents/photo_003,_source/documents/photo_004,_source/documents/deleted,_source/documents/date_modified,_source/documents/photo_030,_source/documents/modified_by_name,_source/amenities/total_curtains,_source/amenities/parking,_source/amenities/tv,_source/amenities/fridge,_source/amenities/nearest_schools,_source/amenities/property_furnished,_source/amenities/pet_friendly,_source/amenities/total_acs,_source/amenities/created_by_name,_source/amenities/total_dishwashers,_source/amenities/cooking_range1,_source/amenities/nearest_markets,_source/amenities/total_fridges,_source/amenities/total_sofas,_source/amenities/nearest_hospitals,_source/amenities/total_water_purifiers,_source/amenities/date_entered,_source/amenities/total_dining_tables,_source/amenities/gas_stove,_source/amenities/water_purifier,_source/amenities/landmark_near_property,_source/amenities/id,_source/amenities/gas_pipeline,_source/amenities/swimming_pool,_source/amenities/total_lifts,_source/amenities/total_gas_stoves,_source/amenities/ac,_source/amenities/sofa,_source/amenities/wifi,_source/amenities/nearest_pharmacies,_source/amenities/dishwasher,_source/amenities/dining_table,_source/amenities/modular_kitchen,_source/amenities/total_tvs,_source/amenities/nearest_atm,_source/amenities/geyser,_source/amenities/name,_source/amenities/nearest_dine_outs,_source/amenities/lift,_source/amenities/gym,_source/amenities/beds,_source/amenities/total_washing_machines,_source/amenities/total_beds,_source/amenities/assigned_user_name,_source/amenities/total_wifi,_source/amenities/curtains,_source/amenities/nearest_dept_store_groceries,_source/amenities/power_backup,_source/amenities/description,_source/amenities/nearest_movie_theatres,_source/amenities/security_guard,_source/amenities/cctv,_source/amenities/total_geysers,_source/amenities/lawn_garden,_source/amenities/playground,_source/amenities/total_inverters,_source/amenities/nearest_airport,_source/amenities/microwave,_source/amenities/washing_machine,_source/amenities/parking_description,_source/amenities/inverter,_source/amenities/cupboard,_source/amenities/total_cupboards,_source/amenities/deleted,_source/amenities/date_modified,_source/amenities/total_microwaves,_source/amenities/modified_by_name,_source/amenities/nearest_shopping_malls,_source/amenities/nearest_metro,_source/amenities/maintenance,_source/amenities/security_guard_available_time
propertydata,listings,92208169-1858-f840-ffc3-567a839969c5,1,92208169-1858-f840-ffc3-567a839969c5,RG-0000000589,2015-12-23 11:20:21,2016-02-01 08:29:44,,,"Third floor, 1 room builder flat with 1 bathroom and 1 balcony is available for rent in Lajpat Nagar-2. This fully furnished property includes bed, TV, fridge, cupboards, ACs, gas stove, geysers and open parking space.",,0,No,pending,2015-12-23,pending,450,INR,pending,12,Lajpat Nagar 2,28.570143,77.242021,12,0,1,1,0,900,2016-02-1,builder_floor,0,,14000,28000,,approved,,1rk,sqft,5_10,New Delhi,pending,(Between 09:00 to 19:00),3,,"Well Maintained, 1RK, 450 Sq.Ft, Third Floor, Builder Flat, Available for Rent in Lajpat Nagar-2.",sqft,3rd,^any^,^^,"1)1 Bedroom with 1 Bathroom
 
 2) Well Maintain Furnished Property",0,0,^marble^,110024,Any,NA,,Red Girraffe,,,,2015-12-23 11:20:21,,,c2939ff7-3f02-c3d3-fe78-567a831589bc,,,,,,,,,,,,,,,,,RG-0000000589,,,,,,,,,,,,,,,,,https://storage.googleapis.com/rglistcdn/23Dec2015/RG0000000589/RG0000000589-1 Kitchen.jpg,https://storage.googleapis.com/rglistcdn/23Dec2015/RG0000000589/RG0000000589-2 Bedroom.jpg,https://storage.googleapis.com/rglistcdn/23Dec2015/RG0000000589/RG0000000589-3 Bedroom.jpg,https://storage.googleapis.com/rglistcdn/23Dec2015/RG0000000589/RG0000000589-4 Bathroom.jpg,0,2016-01-07 19:00:05,,Red Girraffe,0,1,1,1,,,0,1,Red Girraffe,0,0,,1,0,,0,2015-12-23 11:20:21,0,1,0,,43b00ef4-31d4-bd75-bf3e-567a839a6d88,0,0,0,1,1,0,0,,0,0,0,1,,1,RG-0000000589,,0,0,1,0,1,,0,0,,0,,,0,0,1,0,0,0,,0,0,^open^,0,1,0,0,2015-12-31 10:46:40,0,Red Girraffe,,,0,
